date,mall_name,region,visitors,sales_clothing,sales_restaurants,sales_cosmetics,sales_electronics
15/08/2009,Mall A,Center,1244,107972,79211,38218,51642
15/08/2009,Mall B,North,784,144599,41330,33842,54175
15/08/2009,Mall C,South,1686,23289,51797,14879,37240
16/08/2009,Mall A,Center,968,58754,79218,37670,51037
16/08/2009,Mall B,North,1723,97119,11565,33237,61748
16/08/2009,Mall C,South,1114,35598,29873,29625,38771
17/08/2009,Mall A,Center,816,120271,70639,37492,13932
17/08/2009,Mall B,North,1133,48113,34371,5084,33428
17/08/2009,Mall C,South,1152,71553,26311,6555,51329
19/08/2009,Mall A,Center,632,112926,21545,25107,43836
19/08/2009,Mall B,North,999,61961,78638,26361,61892
19/08/2009,Mall C,South,1016,103064,75133,43508,25463
21/08/2009,Mall A,Center,977,121334,41039,48509,37225
21/08/2009,Mall B,North,637,61579,31715,48379,26152
21/08/2009,Mall C,South,1648,124335,79346,32688,63747
22/08/2009,Mall A,Center,1171,27507,51847,34271,60250
22/08/2009,Mall B,North,1795,65120,53745,12934,64059
22/08/2009,Mall C,South,1422,113175,14311,44372,65976
23/08/2009,Mall A,Center,1288,90150,27479,19937,37579
23/08/2009,Mall B,North,1984,87064,49059,17188,34636
23/08/2009,Mall C,South,1779,112674,49393,7729,54787
24/08/2009,Mall A,Center,1524,83154,10929,48112,31196
24/08/2009,Mall B,North,725,26944,17764,39335,28183
24/08/2009,Mall C,South,1005,45336,23806,34345,40716
25/08/2009,Mall A,Center,1096,21775,71090,31357,52123
25/08/2009,Mall B,North,1948,116687,19873,7457,48657
25/08/2009,Mall C,South,1191,136636,14551,19342,53147
26/08/2009,Mall A,Center,1533,141294,63429,31887,46685
26/08/2009,Mall B,North,1240,87303,46197,44889,26818
26/08/2009,Mall C,South,1288,73891,38730,5703,12692
27/08/2009,Mall A,Center,751,110493,75113,34550,46663
27/08/2009,Mall B,North,818,58519,50337,32273,12176
27/08/2009,Mall C,South,1689,131873,28058,30675,38031
28/08/2009,Mall A,Center,1760,61446,47014,22796,48346
28/08/2009,Mall B,North,1700,90717,22476,35474,46365
28/08/2009,Mall C,South,851,104810,49432,28956,17244
30/08/2009,Mall A,Center,1712,118873,11745,31756,33102
30/08/2009,Mall B,North,1328,74869,21331,13670,40258
30/08/2009,Mall C,South,1585,49035,17952,26982,36030
31/08/2009,Mall A,Center,834,103365,43204,24050,63070
31/08/2009,Mall B,North,1347,88822,72941,44901,53787
31/08/2009,Mall C,South,1679,145671,24377,41088,65884
01/09/2009,Mall A,Center,758,58058,43631,18184,46081
01/09/2009,Mall B,North,952,62476,60861,20354,40192
01/09/2009,Mall C,South,1139,132719,57295,38114,10045
02/09/2009,Mall A,Center,864,78883,72073,8025,47462
02/09/2009,Mall B,North,902,138720,47376,35803,24123
02/09/2009,Mall C,South,865,67062,21472,11631,32104
03/09/2009,Mall A,Center,555,93755,41394,7529,25360
03/09/2009,Mall B,North,1291,79057,67156,15201,18581
03/09/2009,Mall C,South,1384,31358,39044,35248,23084
04/09/2009,Mall A,Center,538,95487,36589,13621,67471
04/09/2009,Mall B,North,1821,68138,22791,5454,60659
04/09/2009,Mall C,South,1090,78770,20159,5401,34087
05/09/2009,Mall A,Center,635,101561,20786,42529,24442
05/09/2009,Mall B,North,652,74828,39180,7882,58415
05/09/2009,Mall C,South,1859,112106,34024,46785,57717
06/09/2009,Mall A,Center,880,110427,75269,36129,54379
06/09/2009,Mall B,North,1996,52091,26411,14533,20053
06/09/2009,Mall C,South,1437,51354,63679,12543,21755
07/09/2009,Mall A,Center,657,54940,35536,43342,31676
07/09/2009,Mall B,North,726,61808,32620,31726,60210
07/09/2009,Mall C,South,825,54697,56818,23373,67355
08/09/2009,Mall A,Center,549,56629,35957,35712,54736
08/09/2009,Mall B,North,1879,65864,60092,10091,26644
08/09/2009,Mall C,South,1445,65579,64741,5181,67805
09/09/2009,Mall A,Center,642,54124,36380,8910,44552
09/09/2009,Mall B,North,543,91012,51541,17241,55789
09/09/2009,Mall C,South,1446,147407,41817,18634,30766
10/09/2009,Mall A,Center,525,122292,34592,38860,59924
10/09/2009,Mall B,North,1323,116569,15078,9121,52804
10/09/2009,Mall C,South,1430,122237,27793,16085,28053
11/09/2009,Mall A,Center,605,60090,51563,10465,44954
11/09/2009,Mall B,North,1546,88212,43463,5225,58623
11/09/2009,Mall C,South,854,128067,73343,28587,39807
12/09/2009,Mall A,Center,1974,79273,48369,45671,36089
12/09/2009,Mall B,North,1622,78492,16270,48271,65791
12/09/2009,Mall C,South,716,44624,12074,36731,32185
13/09/2009,Mall A,Center,1569,22807,57008,38542,38428
13/09/2009,Mall B,North,1215,91206,75437,37024,32865
13/09/2009,Mall C,South,1374,21231,21167,27057,62047
14/09/2009,Mall A,Center,610,68289,35091,16230,40248
14/09/2009,Mall B,North,1732,25458,13200,21457,51614
14/09/2009,Mall C,South,1154,63918,58841,35944,54188
15/09/2009,Mall A,Center,852,96218,20060,28686,37643
15/09/2009,Mall B,North,909,62336,62760,29824,43229
15/09/2009,Mall C,South,687,59349,42130,44043,54106
16/09/2009,Mall A,Center,1032,79194,72835,25579,50549
16/09/2009,Mall B,North,1742,90029,71927,20217,64587
16/09/2009,Mall C,South,1829,39963,29465,33319,12976
19/09/2009,Mall A,Center,1861,40487,59741,30950,26532
19/09/2009,Mall B,North,773,120981,48804,48019,48629
19/09/2009,Mall C,South,1969,81050,55451,10673,40032
20/09/2009,Mall A,Center,1514,132148,13641,7925,27504
20/09/2009,Mall B,North,1854,137741,23741,47431,46138
20/09/2009,Mall C,South,508,33870,41209,45292,67335
21/09/2009,Mall A,Center,1923,101759,56138,27677,69551
21/09/2009,Mall B,North,926,46240,44809,46191,29368
21/09/2009,Mall C,South,541,32494,60803,6550,30379
22/09/2009,Mall A,Center,885,51853,11629,8530,44079
22/09/2009,Mall B,North,983,85360,23019,29734,11317
22/09/2009,Mall C,South,856,56929,79496,20227,21478
23/09/2009,Mall A,Center,1434,25515,23561,49673,52772
23/09/2009,Mall B,North,1253,62873,18578,40029,11781
23/09/2009,Mall C,South,698,101049,78452,7078,54061
24/09/2009,Mall A,Center,1396,72527,53906,8277,31914
24/09/2009,Mall B,North,1387,34125,63746,20308,62819
24/09/2009,Mall C,South,1574,90472,12717,47551,57776
26/09/2009,Mall A,Center,833,20815,67960,25384,55368
26/09/2009,Mall B,North,1455,30871,22160,20809,57055
26/09/2009,Mall C,South,698,34456,67667,25357,42774
27/09/2009,Mall A,Center,1999,123846,70923,17941,33451
27/09/2009,Mall B,North,1083,90658,32320,43964,55060
27/09/2009,Mall C,South,1277,131000,62275,35488,10143
28/09/2009,Mall A,Center,1453,142121,10706,10247,33935
28/09/2009,Mall B,North,736,141272,59327,35922,21467
28/09/2009,Mall C,South,1906,66088,71512,43672,15615
29/09/2009,Mall A,Center,648,71210,55397,17049,37758
29/09/2009,Mall B,North,632,137393,42622,28551,53975
29/09/2009,Mall C,South,847,136627,73255,27878,13316
30/09/2009,Mall A,Center,566,49971,38815,13337,62360
30/09/2009,Mall B,North,1973,126335,23011,18701,19907
30/09/2009,Mall C,South,1313,31173,28348,27654,20411
01/10/2009,Mall A,Center,802,72805,10439,16352,29090
01/10/2009,Mall B,North,1868,85946,23508,27317,17610
01/10/2009,Mall C,South,859,60209,51049,8819,56555
02/10/2009,Mall A,Center,1692,38045,36288,9183,65722
02/10/2009,Mall B,North,1368,68273,32314,8749,19703
02/10/2009,Mall C,South,1846,118830,32738,43720,54256
03/10/2009,Mall A,Center,540,82950,64684,24635,54487
03/10/2009,Mall B,North,1177,147058,76662,30216,57061
03/10/2009,Mall C,South,1475,51708,79843,25885,36060
04/10/2009,Mall A,Center,1794,121518,33360,36427,67803
04/10/2009,Mall B,North,707,45161,60989,48795,28258
04/10/2009,Mall C,South,1959,112757,46841,19013,10212
05/10/2009,Mall A,Center,1127,27225,44977,48768,46989
05/10/2009,Mall B,North,1733,29921,63261,36541,29180
05/10/2009,Mall C,South,638,126206,69301,28073,38361
06/10/2009,Mall A,Center,1628,44105,26304,7243,14827
06/10/2009,Mall B,North,758,141061,23242,18396,19939
06/10/2009,Mall C,South,1105,81313,40151,30242,26209
07/10/2009,Mall A,Center,814,114714,13602,30274,12277
07/10/2009,Mall B,North,804,27555,34631,20102,68385
07/10/2009,Mall C,South,945,47146,31695,25099,38256
08/10/2009,Mall A,Center,1419,119454,70147,13611,38541
08/10/2009,Mall B,North,1073,34376,46801,12738,18534
08/10/2009,Mall C,South,1777,32192,13521,30431,62464
09/10/2009,Mall A,Center,677,80804,49439,21311,17339
09/10/2009,Mall B,North,1960,146363,47715,10166,16067
09/10/2009,Mall C,South,1738,55464,77391,8492,19086
10/10/2009,Mall A,Center,776,63496,71111,16909,32276
10/10/2009,Mall B,North,880,117842,44900,41293,48636
10/10/2009,Mall C,South,982,64272,70438,14963,31913
11/10/2009,Mall A,Center,924,36891,45106,41402,49581
11/10/2009,Mall B,North,1684,95584,57567,6519,14141
11/10/2009,Mall C,South,1565,124049,30819,21769,22052
12/10/2009,Mall A,Center,1191,123157,29906,21116,47955
12/10/2009,Mall B,North,1795,23075,34079,30675,64808
12/10/2009,Mall C,South,641,52859,49461,18058,57659
13/10/2009,Mall A,Center,1615,35641,30172,43055,25721
13/10/2009,Mall B,North,525,107923,69888,5714,38297
13/10/2009,Mall C,South,1463,117028,47657,26409,60084
14/10/2009,Mall A,Center,1232,122848,26616,24574,19963
14/10/2009,Mall B,North,1332,37276,46472,20980,12409
14/10/2009,Mall C,South,1540,95113,45623,28799,47393
15/10/2009,Mall A,Center,536,126643,40512,36910,68330
15/10/2009,Mall B,North,1541,57018,68563,5073,28325
15/10/2009,Mall C,South,1721,79941,12438,23956,51766
16/10/2009,Mall A,Center,1389,52028,70176,31419,35107
16/10/2009,Mall B,North,1794,75048,36856,35780,14943
16/10/2009,Mall C,South,1285,47312,71340,38177,46601
17/10/2009,Mall A,Center,1220,24092,64411,21649,54180
17/10/2009,Mall B,North,1134,33868,33379,44421,57657
17/10/2009,Mall C,South,591,41988,21366,19973,36806
18/10/2009,Mall A,Center,693,149943,54047,9036,45949
18/10/2009,Mall B,North,1282,41912,79411,44325,51279
18/10/2009,Mall C,South,602,147174,10948,28578,41834
19/10/2009,Mall A,Center,936,90892,59687,13844,16689
19/10/2009,Mall B,North,1614,114413,39406,25640,11797
19/10/2009,Mall C,South,1802,127349,31425,42478,15145
20/10/2009,Mall A,Center,1753,103687,21193,33971,48620
20/10/2009,Mall B,North,1639,29949,12447,28655,62368
20/10/2009,Mall C,South,1823,20852,53652,9927,39288
21/10/2009,Mall A,Center,1413,40007,79526,39632,54337
21/10/2009,Mall B,North,550,146552,56222,47830,57366
21/10/2009,Mall C,South,2000,96484,36830,29480,38835
22/10/2009,Mall A,Center,1243,45310,53462,33579,65872
22/10/2009,Mall B,North,1709,72141,24070,47558,55414
22/10/2009,Mall C,South,1098,149191,66096,46209,12966
23/10/2009,Mall A,Center,1329,30385,46301,20482,29011
23/10/2009,Mall B,North,653,143479,25717,35790,69063
23/10/2009,Mall C,South,1227,130259,27690,23363,60964
24/10/2009,Mall A,Center,933,87379,62455,41250,59932
24/10/2009,Mall B,North,984,41589,61433,5379,63453
24/10/2009,Mall C,South,1533,59676,44768,23386,24602
25/10/2009,Mall A,Center,1569,147290,53154,31596,53803
25/10/2009,Mall B,North,1948,101575,61853,35917,61251
25/10/2009,Mall C,South,1907,52095,64525,23933,43522
26/10/2009,Mall A,Center,1470,51588,57867,22996,23516
26/10/2009,Mall B,North,570,117042,57958,24143,42059
26/10/2009,Mall C,South,1932,81252,69826,35148,35260
27/10/2009,Mall A,Center,1929,113108,40384,25426,19469
27/10/2009,Mall B,North,1080,47896,31303,49717,52894
27/10/2009,Mall C,South,1938,107069,33808,23348,45990
28/10/2009,Mall A,Center,1046,125608,75845,6001,63759
28/10/2009,Mall B,North,1928,146677,32338,11351,57981
28/10/2009,Mall C,South,743,90556,52325,41807,21226
29/10/2009,Mall A,Center,1405,22077,58387,45997,12554
29/10/2009,Mall B,North,1510,74795,28220,19184,51577
29/10/2009,Mall C,South,794,101056,61085,31747,23105
30/10/2009,Mall A,Center,1023,36943,16805,14768,43121
30/10/2009,Mall B,North,1412,104512,47964,43854,60216
30/10/2009,Mall C,South,1847,94588,66735,10847,35307
31/10/2009,Mall A,Center,1135,145563,16311,38461,44773
31/10/2009,Mall B,North,953,74633,56327,34892,25197
31/10/2009,Mall C,South,1263,146276,40431,48794,63719
01/11/2009,Mall A,Center,1137,24599,37526,22397,52607
01/11/2009,Mall B,North,1105,59171,33232,44109,55096
01/11/2009,Mall C,South,1855,66359,73997,28664,55687
02/11/2009,Mall A,Center,1919,37109,42546,12783,12051
02/11/2009,Mall B,North,1417,36813,12629,17087,42628
02/11/2009,Mall C,South,1412,107445,38857,31127,10167
03/11/2009,Mall A,Center,1006,145905,70952,14816,44103
03/11/2009,Mall B,North,1637,96645,58106,37203,47288
03/11/2009,Mall C,South,1373,65506,38665,6932,49344
04/11/2009,Mall A,Center,615,138973,56339,15804,46166
04/11/2009,Mall B,North,1815,119904,33335,44485,67859
04/11/2009,Mall C,South,553,52693,12145,48363,49694
05/11/2009,Mall A,Center,1688,53576,12639,6439,19877
05/11/2009,Mall B,North,1751,71906,15850,8371,15950
05/11/2009,Mall C,South,982,98424,63448,34365,46688
06/11/2009,Mall A,Center,1441,70465,59447,31308,62527
06/11/2009,Mall B,North,1992,32706,22525,18812,30526
06/11/2009,Mall C,South,1607,103727,49155,7123,17482
07/11/2009,Mall A,Center,1815,88265,32104,10439,31304
07/11/2009,Mall B,North,809,99667,62026,21868,50686
07/11/2009,Mall C,South,732,142437,12943,37236,41095
08/11/2009,Mall A,Center,700,133352,26620,10141,13590
08/11/2009,Mall B,North,1784,28286,68425,10491,20098
08/11/2009,Mall C,South,1496,34119,49067,32381,36029
09/11/2009,Mall A,Center,1004,109522,31835,33193,20479
09/11/2009,Mall B,North,595,71045,78386,18852,53553
09/11/2009,Mall C,South,1190,35733,15072,19269,39944
10/11/2009,Mall A,Center,1566,104845,24886,30651,46183
10/11/2009,Mall B,North,1520,49452,72665,9203,31913
10/11/2009,Mall C,South,1150,39833,28735,24130,38973
11/11/2009,Mall A,Center,1830,66365,63968,34308,31380
11/11/2009,Mall B,North,618,56110,24633,23360,45730
11/11/2009,Mall C,South,686,119946,25568,49538,43859
12/11/2009,Mall A,Center,516,99180,46495,21185,17192
12/11/2009,Mall B,North,956,62412,70359,28366,44112
12/11/2009,Mall C,South,1575,86642,16341,46707,36926
13/11/2009,Mall A,Center,857,55093,57387,47014,66959
13/11/2009,Mall B,North,1388,148725,25971,17796,29262
13/11/2009,Mall C,South,908,38548,36059,37304,37471
15/11/2009,Mall A,Center,1688,142153,79331,36107,48784
15/11/2009,Mall B,North,1513,47913,75176,9290,31501
15/11/2009,Mall C,South,1312,77309,77398,40643,32179
16/11/2009,Mall A,Center,1650,94058,50346,33387,35848
16/11/2009,Mall B,North,740,149380,75815,8628,39320
16/11/2009,Mall C,South,981,55329,13271,39013,34910
17/11/2009,Mall A,Center,1965,84146,23634,19415,47104
17/11/2009,Mall B,North,1946,44952,61804,48983,18794
17/11/2009,Mall C,South,1740,85990,26555,19827,25480
18/11/2009,Mall A,Center,1660,99800,75772,8679,53335
18/11/2009,Mall B,North,1688,121589,20468,42078,41569
18/11/2009,Mall C,South,813,55443,58025,33543,38920
19/11/2009,Mall A,Center,1433,141945,18778,22910,32154
19/11/2009,Mall B,North,1513,23879,41528,32533,29948
19/11/2009,Mall C,South,1211,38225,19783,19168,44569
20/11/2009,Mall A,Center,1476,142179,55468,18879,51072
20/11/2009,Mall B,North,1202,68917,37946,24393,10023
20/11/2009,Mall C,South,811,133024,66310,17395,52379
22/11/2009,Mall A,Center,1337,68676,50058,44367,54700
22/11/2009,Mall B,North,740,76615,62254,16264,24173
22/11/2009,Mall C,South,898,41208,66104,41900,50899
23/11/2009,Mall A,Center,768,137092,50913,44503,21354
23/11/2009,Mall B,North,911,108653,72613,38707,60177
23/11/2009,Mall C,South,1598,73115,62833,27880,37993
24/11/2009,Mall A,Center,1291,67516,57800,42163,32028
24/11/2009,Mall B,North,1591,43617,11402,18408,57906
24/11/2009,Mall C,South,708,66228,56732,24726,43881
25/11/2009,Mall A,Center,1291,126574,51671,40691,15893
25/11/2009,Mall B,North,1826,61640,50270,36963,18257
25/11/2009,Mall C,South,1995,33387,38496,9642,28274
26/11/2009,Mall A,Center,1460,118728,60668,12130,45152
26/11/2009,Mall B,North,788,64899,31853,17195,65973
26/11/2009,Mall C,South,534,131304,45284,5526,63495
27/11/2009,Mall A,Center,1516,33601,49690,29166,21635
27/11/2009,Mall B,North,1777,65776,52409,31848,64694
27/11/2009,Mall C,South,1569,122495,51894,48337,66443
28/11/2009,Mall A,Center,541,132336,69197,16804,23695
28/11/2009,Mall B,North,1981,64797,21071,20141,52627
28/11/2009,Mall C,South,1754,77214,19184,49994,38215
30/11/2009,Mall A,Center,1357,44344,79469,25195,19250
30/11/2009,Mall B,North,1751,78382,36185,12860,66526
30/11/2009,Mall C,South,950,66929,31152,8125,39822
01/12/2009,Mall A,Center,1017,100433,42343,32620,23925
01/12/2009,Mall B,North,861,114845,32578,31759,22516
01/12/2009,Mall C,South,1606,142225,43369,7055,14647
02/12/2009,Mall A,Center,1028,149086,70363,13247,43151
02/12/2009,Mall B,North,1153,41210,65615,48011,12679
02/12/2009,Mall C,South,1444,60151,66895,40261,65169
04/12/2009,Mall A,Center,1876,41409,25184,29871,13171
04/12/2009,Mall B,North,1908,107068,78818,21668,66527
04/12/2009,Mall C,South,1458,110886,35584,29044,51494
07/12/2009,Mall A,Center,1674,41456,31458,16277,65257
07/12/2009,Mall B,North,1102,51591,56633,48736,60120
07/12/2009,Mall C,South,517,38857,43069,6936,12932
09/12/2009,Mall A,Center,527,26756,43076,10815,62208
09/12/2009,Mall B,North,559,94397,25673,13582,18492
09/12/2009,Mall C,South,1169,33692,49330,25009,60428
10/12/2009,Mall A,Center,1357,38205,40409,25342,14592
10/12/2009,Mall B,North,901,49760,74162,44790,40865
10/12/2009,Mall C,South,1132,119402,23068,45980,62116
11/12/2009,Mall A,Center,1770,117159,27632,37856,31329
11/12/2009,Mall B,North,502,76963,51002,15703,17512
11/12/2009,Mall C,South,973,84218,18549,31052,17043
12/12/2009,Mall A,Center,679,87603,16487,13091,15861
12/12/2009,Mall B,North,878,138957,68896,20642,51076
12/12/2009,Mall C,South,1372,41052,75437,48608,56155
13/12/2009,Mall A,Center,968,125023,11510,8226,36720
13/12/2009,Mall B,North,1373,20337,56198,6671,34135
13/12/2009,Mall C,South,725,133994,19804,43221,53030
14/12/2009,Mall A,Center,1909,109221,17604,7857,56446
14/12/2009,Mall B,North,1553,68475,57484,31293,17396
14/12/2009,Mall C,South,1085,50868,75325,37791,32529
15/12/2009,Mall A,Center,1750,21737,23992,32251,52010
15/12/2009,Mall B,North,965,88205,22648,45038,47113
15/12/2009,Mall C,South,1511,53876,18032,12926,61584
17/12/2009,Mall A,Center,883,72694,46998,11712,31094
17/12/2009,Mall B,North,559,48039,59789,13967,41674
17/12/2009,Mall C,South,1656,113357,55632,39329,38605
18/12/2009,Mall A,Center,1117,25659,50651,29309,43108
18/12/2009,Mall B,North,1004,32313,13233,48881,48360
18/12/2009,Mall C,South,576,39517,44675,34536,27401
19/12/2009,Mall A,Center,1107,67922,73470,45465,62473
19/12/2009,Mall B,North,1855,55972,25057,10897,48701
19/12/2009,Mall C,South,674,140397,56633,9093,13525
20/12/2009,Mall A,Center,1344,89086,79488,14816,13126
20/12/2009,Mall B,North,525,33094,29035,6267,66766
20/12/2009,Mall C,South,1624,44294,50981,22232,19113
21/12/2009,Mall A,Center,1994,149960,33174,15184,46582
21/12/2009,Mall B,North,1823,64630,22235,18454,49507
21/12/2009,Mall C,South,1145,130423,40612,20542,45217
22/12/2009,Mall A,Center,1793,29782,60426,49944,58831
22/12/2009,Mall B,North,1236,135101,36120,16861,11381
22/12/2009,Mall C,South,1691,25336,48868,45343,54897
23/12/2009,Mall A,Center,1570,79356,10549,49828,34353
23/12/2009,Mall B,North,1795,81738,71737,30059,55113
23/12/2009,Mall C,South,1317,141937,60575,12067,46736
24/12/2009,Mall A,Center,1298,68190,17135,5356,29670
24/12/2009,Mall B,North,1705,115997,50090,19965,35780
24/12/2009,Mall C,South,1263,129730,62186,16170,17180
25/12/2009,Mall A,Center,1623,121100,78504,17890,25711
25/12/2009,Mall B,North,1292,147669,67473,17073,64228
25/12/2009,Mall C,South,1260,91633,26575,38896,10543
26/12/2009,Mall A,Center,1364,62392,78890,33130,11723
26/12/2009,Mall B,North,1911,107004,45535,27921,69527
26/12/2009,Mall C,South,1213,76396,17466,10589,26161
28/12/2009,Mall A,Center,1330,31993,50957,39356,50188
28/12/2009,Mall B,North,1273,119340,21236,30096,14994
28/12/2009,Mall C,South,1487,82173,26567,29613,30314
29/12/2009,Mall A,Center,1544,82945,78488,14738,23315
29/12/2009,Mall B,North,845,35741,51916,20479,23792
